,sms,spam,
994,Haha i think i did too,FALSE,
995,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.,FALSE,
996,Nope... C Ã¼ then...,FALSE,
997,Don know:)this week i'm going to tirunelvai da.,FALSE,
998,I dont know why she.s not getting your messages,FALSE,
999,How are you with moneY...as in to you...money aint a thing....how are you sha!,FALSE,
1000,How dare you change my ring,FALSE,********
1001,It means u could not keep ur words.,FALSE,
1002,"I am in tirupur da, once you started from office call me.",FALSE,
1003,Not tonight mate. Catching up on some sleep. This is my new number by the way.,FALSE,
1004,"Jus chillaxin, what up",FALSE,
1005,Is there coming friday is leave for pongal?do you get any news from your work place.,FALSE,
1006,Is there coming friday is leave for pongal?do you get any news from your work place.,FALSE,
1007,Pls call me da. What happen.,FALSE,
1008,"Come round, it's .",FALSE,
1009,"Aight, let me know when you're gonna be around usf",FALSE,
1010,Pls dont forget to study,FALSE,
1011,He is there. You call and meet him,FALSE,
1012,I dont understand your message.,FALSE,
1013,"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 Â£3",TRUE,
1014,Lol no. I just need to cash in my nitros. Hurry come on before I crash out!,FALSE,
1015,"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do",FALSE,
1016,You know what means right?,FALSE,
1017,Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.,FALSE,
1018,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY,FALSE,
1019,Will do. Was exhausted on train this morning. Too much wine and pie. You sleep well too,FALSE,
1020,I have gone into get info bt dont know what to do,FALSE,
1021,"K, want us to come by now?",FALSE,
1022,Hi Harish's rent has been transfred to ur Acnt.,FALSE,
1023,I am sorry it hurt you.,FALSE,
1024,Went to ganesh dress shop,FALSE,
1025,"Lol, oh you got a friend for the dog ?",FALSE,
1026,Play w computer? Aiyah i tok 2 u lor?,FALSE,
1027,How r Ã¼ going to send it to me?,FALSE,
1028,Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.,FALSE,
1029,U come n search tat vid..not finishd..,FALSE,
1030,In xam hall boy asked girl Tell me the starting term for dis answer I can den manage on my own After lot of hesitation n lookin around silently she said THE! intha ponnungale ipaditan;),FALSE,
1031,on a Tuesday night r u 4 real,FALSE,
1032,Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?,FALSE,
1033,K I'll take care of it,FALSE,
1034,Life style garments account no please.,FALSE,
1035,Just taste fish curry :-P,FALSE,
1036,:-( that's not v romantic!,FALSE,
1037,Just nw i came to hme da..,FALSE,
1038,I guess it is useless calling u 4 something important.,FALSE,
1039,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",FALSE,
1040,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",FALSE,
1041,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,TRUE,
1042,And whenever you and i see we can still hook up too.,FALSE,
1043,Just now saw your message.it k da:),FALSE,
1044,In the end she might still vomit but its okay. Not everything will come out.,FALSE,
1045,"K, if u bored up just come to my home..",FALSE,
1046,Meet after lunch la...,FALSE,
1047,You still coming tonight?,FALSE,
1048,Oh god. I'm gonna Google nearby cliffs now.,FALSE,
1049,Hey so whats the plan this sat?,FALSE,
1050,Gud ni8.swt drms.take care,FALSE,
1051,Hey do you want anything to buy:),FALSE,
1052,Where u been hiding stranger?,FALSE,
1053,Yeah but which is worse for i,FALSE,
1054,"Cool, text me when you head out",FALSE,
1055,Lemme know when you're here,FALSE,
1056,"Aight, lemme know what's up",FALSE,
1057,Tmr timin still da same wat cos i got lesson until 6...,FALSE,
1058,"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx",FALSE,
1059,Sen told that he is going to join his uncle finance in cbe,FALSE,
1060,Juz go google n search 4 qet...,FALSE,
1061,I like dis sweater fr mango but no more my size already so irritating.,FALSE,
1062,Free any day but i finish at 6 on mon n thurs...,FALSE,
1063,87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077,TRUE,
1064,I dont want to hear philosophy. Just say what happen,FALSE,
1065,Oh yeah clearly it's my fault,FALSE,
1066,Ãœ comin to fetch us oredi...,FALSE,
1067,"Hey babe, my friend had to cancel, still up for a visit ?",FALSE,
1068,K...k:)why cant you come here and search job:),FALSE,
1069,K...k:)why cant you come here and search job:),FALSE,
1070,"Thanks da thangam, i feel very very happy dear. I also miss you da.",FALSE,
1071,Haiyoh... Maybe your hamster was jealous of million,FALSE,
1072,Hey gals...U all wanna meet 4 dinner at nÃ¬te?,FALSE,
1073,Omg I want to scream. I weighed myself and I lost more weight! Woohoo!,FALSE,
1074,I just cooked a rather nice salmon a la you,FALSE,
1075,So u gonna get deus ex?,FALSE,
1076,Onum ela pa. Normal than.,FALSE,
1077,Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.,FALSE,
1078,Up to Ã¼... Ãœ wan come then come lor... But i din c any stripes skirt...,FALSE,
1079,", ow u dey.i paid 60,400thousad.i told  u would call .",FALSE,
1080,"(And my man carlos is definitely coming by mu tonight, no excuses)",FALSE,
1081,"I am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye.",FALSE,
1082,"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?",TRUE,
1083,"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?",FALSE,
1084,Hi here. have birth at on the  to  at 8lb 7oz. Mother and baby doing brilliantly.,FALSE,
1085,Ugh hopefully the asus ppl dont randomly do a reformat.,FALSE,
1086,"Haha I heard that, text me when you're around",FALSE,
1087,I will come tomorrow di,FALSE,
1088,I will come tomorrow di,FALSE,
1089,Aight what time you want me to come up?,FALSE,
1090,Is that what time you want me to come?,FALSE,
1091,Ok then i will come to ur home after half an hour,FALSE,
1092,Ok then i will come to ur home after half an hour,FALSE,
1093,Anything lor but toa payoh got place 2 walk meh...,FALSE,
1094,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day,FALSE,
1095,"Geeeee ... Your internet is really bad today, eh ?",FALSE,
1096,You are a winner U have been specially selected 2 receive Â£1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+),TRUE,
1097,So Ã¼ pay first lar... Then when is da stock comin...,FALSE,
1098,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?",FALSE,
1099,Lmao!nice 1,FALSE,
1100,Where wuld I be without my baby? The thought alone mite break me and I donÂ’t wanna go crazy but everyboy needs his lady xxxxxxxx,FALSE,********
1101,Haha... can... But i'm having dinner with my cousin...,FALSE,
1102,Tiwary to rcb.battle between bang and kochi.,FALSE,
1103,Still i have not checked it da. . .,FALSE,
1104,Still i have not checked it da. . .,FALSE,
1105,IM LATE TELLMISS IM ON MY WAY,FALSE,
1106,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side,FALSE,
1107,Prepare to be  :),FALSE,
1108,Yo guess what I just dropped,FALSE,
1109,Try to do something dear. You read something for exams,FALSE,
1110,Boooo you always work. Just quit.,FALSE,
1111,"Not yet ..going to room nw, i'm in bus..",FALSE,
1112,I'm really sorry I lit your hair on fire,FALSE,
1113,Ok lor. Anyway i thk we cant get tickets now cos like quite late already. U wan 2 go look 4 ur frens a not? Darren is wif them now...,FALSE,
1114,"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their ""suppliers"", just as a shop has to give a guarantee on what they sell. B. G.",TRUE,
1115,"For ur chance to win Â£250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk.",TRUE,
1116,"Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready...",FALSE,
1117,Thats cool! Sometimes slow and gentle. Sonetimes rough and hard :),FALSE,
1118,I jokin oni lar.. Ãœ busy then i wun disturb Ã¼.,FALSE,
1119,Yes. Please leave at  &lt;#&gt; . So that at  &lt;#&gt;  we can leave,FALSE,
1120,"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola",FALSE,
1121,"life alle mone,eppolum oru pole allalo",FALSE,
1122,Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it.,FALSE,
1123,"Yeah, we can probably swing by once my roommate finishes up with his girl",FALSE,
1124,Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...,FALSE,
1125,"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062.",TRUE,
1126,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062",TRUE,
1127,"I can make it up there, squeezed  &lt;#&gt;  bucks out of my dad",FALSE,
1128,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,TRUE,
1129,Mm i am on the way to railway,FALSE,
1130,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",FALSE,
1131,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",FALSE,
1132,I have lost 10 kilos as of today!,FALSE,
1133,Gokila is talking with you aha:),FALSE,
1134,thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???,TRUE,
1135,"Until 545 lor... Ya, can go 4 dinner together...",FALSE,
1136,3 pa but not selected.,FALSE,
1137,I attended but nothing is there.,FALSE,
1138,U attend ur driving lesson how many times a wk n which day?,FALSE,
1139,Your dad is back in ph?,FALSE,
1140,Ew are you one of them?,FALSE,
1141,Oh k :)why you got job then whats up?,FALSE,
1142,"Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word",FALSE,
1143,Send to someone else :-),FALSE,
1144,Dont worry. I guess he's busy.,FALSE,
1145,Ding me on ya break fassyole! Blacko from londn,FALSE,
1146,See the forwarding message for proof,FALSE,
1147,I am in bus on the way to calicut,FALSE,
1148,I like to talk pa but am not able to. I dont know y.,FALSE,
1149,Then she buying today? Ãœ no need to c meh...,FALSE,
1150,am up to my eyes in philosophy,FALSE,
1151,What not under standing.,FALSE,
1152,It took Mr owl 3 licks,FALSE,
1153,Or Ã¼ go buy wif him then i meet Ã¼ later can?,FALSE,
1154,Jos ask if u wana meet up?,FALSE,
1155,That's significant but dont worry.,FALSE,
1156,I dont. Can you send it to me. Plus how's mode.,FALSE,
1157,Got it! It looks scrumptious... daddy wants to  all night long!,FALSE,
1158,Please ask mummy to call father,FALSE,
1159,Dont think so. It turns off like randomlly within 5min of opening,FALSE,
1160,What you did in  leave.,FALSE,
1161,Anything lor is she coming?,FALSE,
1162,88066 FROM 88066 LOST 3POUND HELP,TRUE,
1163,Come to medical college at 7pm ......forward it da,FALSE,
1164,Pls come quick cant bare this.,FALSE,
1165,", im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers,",FALSE,
1166,Even i cant close my eyes you are in me our vava playing umma :-D,FALSE,
1167,Hey you around? I've got enough for a half + the ten I owe you,FALSE,
1168,Hey tmr maybe can meet you at yck,FALSE,
1169,"I get out of class in bsn in like  &lt;#&gt;  minutes, you know where advising is?",FALSE,
1170,Now press conference da:),FALSE,
1171,Now am free call me pa.,FALSE,
1172,Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo,TRUE,
1173,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,FALSE,
1174,Hey i will be late ah... Meet you at 945+,FALSE,
1175,Call me when u finish then i come n pick u.,FALSE,
1176,Oh god i am happy to see your message after 3 days,FALSE,
1177,Send me your resume:-),FALSE,
1178,Are u awake? Is there snow there?,FALSE,
1179,I'm freezing and craving ice. Fml,FALSE,
1180,You got job in wipro:)you will get every thing in life in 2 or 3 years.,FALSE,
1181,Gam gone after outstanding innings.,FALSE,
1182,Siva is in hostel aha:-.,FALSE,
1183,No. I.ll meet you in the library,FALSE,
1184,Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.,FALSE,
1185,That seems unnecessarily hostile,FALSE,
1186,"If we hit it off, you can move in with me :)",FALSE,
1187,Ic. There are a lotta  cars then.,FALSE,
1188,Yeah I don't see why not,FALSE,
1189,"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again",FALSE,
1190,Sry da..jst nw only i came to home..,FALSE,
1191,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,TRUE,
1192,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,TRUE,
1193,Huh means computational science... Y they like dat one push here n there...,FALSE,
1194,You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th,FALSE,
1195,Hey what how about your project. Started aha da.,FALSE,
1196,Ãœ dun wan to watch infernal affair?,FALSE,
1197,Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.,FALSE,
1198,No pic. Please re-send.,FALSE,
1199,When are you guys leaving?,FALSE,
1200,What's a feathery bowa? Is that something guys have that I don't know about?,FALSE,********
1201,Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.,FALSE,
1202,Rofl. Its true to its name,FALSE,
1203,"Tonight? Yeah, I'd be down for that",FALSE,
1204,Ok. But i finish at 6.,FALSE,
1205,"Im in inperialmusic listening2the weirdest track ever byÂ”leafcutter johnÂ”-sounds like insects being &someone plumbing,remixed by evil men on!",FALSE,
1206,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...,FALSE,
1207,God's love has no limit. God's grace has no measure. God's power has no boundaries. May u have God's endless blessings always in ur life...!! Gud ni8,FALSE,
1208,Lil fever:) now fine:),FALSE,
1209,Kay... Since we are out already,FALSE,
1210,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out,FALSE,
1211,So wats ur opinion abt him and how abt is character?,FALSE,
1212,She ran off with a younger man. we will make pretty babies together :),FALSE,
1213,No got new job at bar in airport on satsgettin 4.47per hour but means no lie in! keep in touch,FALSE,
1214,"Well, i'm gonna finish my bath now. Have a good...fine night.",FALSE,
1215,Hey whats up? U sleeping all morning?,FALSE,
1216,Shall I bring us a bottle of wine to keep us amused? Only joking! Iâ€˜ll bring one anyway,FALSE,
1217,Thanks for picking up the trash.,FALSE,
1218,You should get more chicken broth if you want ramen unless there's some I don't know about,FALSE,
1219,Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...,FALSE,
1220,K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1,FALSE,
1221,"Hm good morning, headache anyone? :-)",FALSE,
1222,I am waiting for your call sir.,FALSE,
1223,"Sir, i am waiting for your call.",FALSE,
1224,"U need my presnts always bcz U cant mis love. ""jeevithathile irulinae neekunna prakasamanu sneham"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me....",FALSE,
1225,Oh... Okie lor...We go on sat...,FALSE,
1226,I walked an hour 2 c u! doesnÂ’t that show I care y wont u believe im serious?,FALSE,
1227,You are a winner you have been specially selected to receive Â£1000 cash or a Â£2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p,TRUE,
1228,You are a winner you have been specially selected to receive Â£1000 cash or a Â£2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p,TRUE,
1229,Yeah whatever lol,FALSE,
1230,Heehee that was so funny tho,FALSE,
1231,Yeah we do totes. When u wanna?,FALSE,
1232,The hair cream has not been shipped.,FALSE,
1233,At what time are you coming.,FALSE,
1234,"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!",FALSE,
1235,TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...,TRUE,
1236,Am also doing in cbe only. But have to pay.,FALSE,
1237,"""Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic""",FALSE,
1238,"Haven't seen my facebook, huh? Lol!",FALSE,
1239,Ok. There may be a free gym about.,FALSE,
1240,Yup i thk cine is better cos no need 2 go down 2 plaza mah.,FALSE,
1241,Great to hear you are settling well. So what's happenin wit ola?,FALSE,
1242,Package all your programs well,FALSE,
1243,"I'll see if I can swing by in a bit, got some things to take care of here firsg",FALSE,
1244,"K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;",FALSE,
1245,I love to wine and dine my lady!,FALSE,
1246,How come guoyang go n tell her? Then u told her?,FALSE,
1247,Ãœ thk of wat to eat tonight.,FALSE,
1248,She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just ,FALSE,
1249,Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?,FALSE,
1250,K come to nordstrom when you're done,FALSE,
1251,When should I come over?,FALSE,
1252,How come?,FALSE,
1253,Well I might not come then...,FALSE,
1254,When can Ã¼ come out?,FALSE,
1255,Why you Dint come with us.,FALSE,
1256,"If e timing can, then i go w u lor...",FALSE,
1257,What happen dear tell me,FALSE,
1258,If you're not in my car in an hour and a half I'm going apeshit,FALSE,
1259,Ok... Ur typical reply...,FALSE,
1260,"Painful words- ""I thought being Happy was the most toughest thing on Earth... But, the toughest is acting Happy with all unspoken pain inside..""",FALSE,
1261,That depends. How would you like to be treated? :),FALSE,
1262,at bruce b downs &amp; fletcher now,FALSE,
1263,Oh ok wait 4 me there... My lect havent finish,FALSE,
1264,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!,FALSE,
1265,Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.,FALSE,
1266,Lmao but its so fun...,FALSE,
1267,Ok ill send you with in  &lt;DECIMAL&gt;  ok.,FALSE,
1268,"No dude, its not fake..my frnds got money, thts y i'm reffering u..if u member wit my mail link, u vl be credited  &lt;#&gt; rs and il be getiing  &lt;#&gt; rs..i can draw my acc wen it is  &lt;#&gt; rs..",FALSE,
1269,Do well :)all will for little time. Thing of good times ahead:,FALSE,
1270,Later i guess. I needa do mcat study too.,FALSE,
1271,Nice talking to you! please dont forget my pix :) i want to see all of you...,FALSE,
1272,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...",FALSE,
1273,And do you have any one that can teach me how to ship cars.,FALSE,
1274,Your bill at 3 is Â£33.65 so thats not bad!,FALSE,
1275,How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!,FALSE,
1276,I will reach ur home in  &lt;#&gt;  minutes,FALSE,
1277,I will reach ur home in  &lt;#&gt;  minutes,FALSE,
1278,Cos i want it to be your thing,FALSE,
1279,I want to send something that can sell fast.  &lt;#&gt; k is not easy money.,FALSE,
1280,Ok give me 5 minutes I think I see her. BTW you're my alibi. You were cutting my hair the whole time.,FALSE,
1281,WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE,FALSE,
1282,No objection. My bf not coming.,FALSE,
1283,Even if he my friend he is a priest call him now,FALSE,
1284,Hi..i got the money da:),FALSE,
1285,Good Morning plz call me sir,FALSE,
1286,Good Morning plz call me sir,FALSE,
1287,Good Morning plz call me sir,FALSE,
1288,Where are you?when wil you reach here?,FALSE,
1289,Was it something u ate?,FALSE,
1290,Detroit. The home of snow. Enjoy it.,FALSE,
1291,We will meet soon princess! Ttyl!,FALSE,
1292,I dont know what to do to come out of this so only am ask questions like this dont mistake me.,FALSE,
1293,Yes :)it completely in out of form:)clark also utter waste.,FALSE,
1294,Yes :)it completely in out of form:)clark also utter waste.,FALSE,
1295,Pls speak to that customer machan.,FALSE,
1296,Does uncle timi help in clearing cars,FALSE,
1297,Ugh my leg hurts. Musta overdid it on mon.,FALSE,
1298,Shall i come to get pickle,FALSE,
1299,Shall i come to get pickle,FALSE,
1300,No need to ke qi... Ãœ too bored izzit y suddenly thk of this...,FALSE,********
1301,Lol I would but despite these cramps I like being a girl.,FALSE,
1302,Are you not around or just still asleep? :V,FALSE,
1303,Ok going to sleep. Hope i can meet her.,FALSE,
1304,Not sure I have the stomach for it ...,FALSE,
1305,Hello! Good week? Fancy a drink or something later?,FALSE,
1306,Are you still playing with gautham?,FALSE,
1307, &lt;#&gt;  mins but i had to stop somewhere first.,FALSE,
1308,Huh so late... Fr dinner?,FALSE,
1309,I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!,FALSE,
1310,Ok... U enjoy ur shows...,FALSE,
1311,K and you're sure I don't have to have consent forms to do it :V,FALSE,
1312,IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx,FALSE,
1313,We live in the next  &lt;#&gt; mins,FALSE,
1314,K:)k:)good:)study well.,FALSE,
1315,And several to you sir.,FALSE,
1316,Is xy in ur car when u picking me up?,FALSE,
1317,on hen night. Going with a swing,FALSE,
1318,So lets make it saturday or monday as per convenience.,FALSE,
1319,Anytime lor...,FALSE,
1320,Anytime...,FALSE,
1321,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,FALSE,
1322,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,FALSE,
1323,You have got tallent but you are wasting.,FALSE,
1324,You should change your fb to jaykwon thuglyfe falconerf,FALSE,
1325,LOL ... No just was busy,FALSE,
1326,"Dude u knw also telugu..thts gud..k, gud nyt..",FALSE,
1327,aathi..where are you dear..,FALSE,
1328,Dear where you. Call me,FALSE,
1329,aathi..where are you dear..,FALSE,
1330,aathi..where are you dear..,FALSE,
1331,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry",FALSE,
1332,Hmmm.still we dont have opener?,FALSE,
1333,I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(,FALSE,
1334,Let's pool our money together and buy a bunch of lotto tickets. If we win I get &lt;#&gt; % u get &lt;#&gt; %. Deal?,FALSE,
1335,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...,FALSE,
1336,The wine is flowing and i'm i have nevering..,FALSE,
1337,Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THATÂ’S AL!!!!!!!!!,FALSE,
1338,So when you gonna get rimac access,FALSE,
1339,Are you coming to day for class.,FALSE,
1340,S but mostly not like that.,FALSE,
1341,You do what all you like,FALSE,
1342,I can take you at like noon,FALSE,
1343,I.ll get there tomorrow and send it to you,FALSE,
1344,R Ã¼ comin back for dinner?,FALSE,
1345,Ok... But bag again..,FALSE,
1346,Hey what are you doing. Y no reply pa..,FALSE,
1347,Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.,FALSE,
1348,Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different,FALSE,
1349,Pls dont restrict her from eating anythin she likes for the next two days.,FALSE,
1350,That's y u haf 2 keep me busy...,FALSE,
1351,Just re read it and I have no shame but tell me how he takes it and if he runs I will blame u 4 ever!! Not really 4 ever just a long time,FALSE,
1352,Is that seriously how you spell his name?,FALSE,
1353,Old Orchard near univ. How about you?,FALSE,
1354,University of southern california.,FALSE,
1355,Oooh bed ridden ey? What are YOU thinking of?,FALSE,
1356,He also knows about lunch menu only da. . I know,FALSE,
1357,He also knows about lunch menu only da. . I know,FALSE,
1358,Nope... Juz off from work...,FALSE,
1359,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?",FALSE,
1360,Da is good good player.why he is unsold.,FALSE,
1361,No..he joined today itself.,FALSE,
1362,"A swt thought: ""Nver get tired of doing little things 4 lovable persons.."" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8",FALSE,
1363,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome",FALSE,
1364,"Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...  
",FALSE,
1365,You are right. Meanwhile how's project twins comin up,FALSE,
1366,K then 2marrow are you coming to class.,FALSE,
1367,I want to be inside you every night...,FALSE,
1368,Do you mind if I ask what happened? You dont have to say if it is uncomfortable.,FALSE,
1369,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO,FALSE,
1370,Love that holiday Monday feeling even if I have to go to the dentists in an hour,FALSE,
1371,S s..first time..dhoni rocks...,FALSE,
1372,Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip,FALSE,
1373,What's up. Do you want me to come online?,FALSE,
1374,"I'm in solihull, | do you want anything?",FALSE,
1375,"Whatever, juliana. Do whatever you want.",FALSE,
1376,I want to go to perumbavoor,FALSE,
1377,You want to go?,FALSE,
1378,What Today-sunday..sunday is holiday..so no work..,FALSE,
1379,What Today-sunday..sunday is holiday..so no work..,FALSE,
1380,What Today-sunday..sunday is holiday..so no work..,FALSE,
1381,So can collect ur laptop?,FALSE,
1382,We'll join the  &lt;#&gt;  bus,FALSE,
1383,"Tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?",FALSE,
1384,Do u noe wat time e place dat sells 4d closes?,FALSE,
1385,"Right on brah, see you later",FALSE,
1386,Lol they don't know about my awesome phone. I could click delete right now if I want.,FALSE,
1387,Where is it. Is there any opening for mca.,FALSE,
1388,Double eviction this week - Spiral and Michael and good riddance to them!,FALSE,
1389,You know there is. I shall speak to you in  &lt;#&gt;  minutes then,FALSE,
1390,Now get step 2 outta the way. Congrats again.,FALSE,
1391,* Will have two more cartons off u and is very pleased with shelves,FALSE,
1392,Just send a text. We'll skype later.,FALSE,
1393,"Pls send me a comprehensive mail about who i'm paying, when and how much.",FALSE,
1394,I will see in half an hour,FALSE,
1395,I will see in half an hour,FALSE,
1396,Wylie update: my weed dealer carlos went to freedom and had a class with lunsford,FALSE,
1397,Am in gobi arts college,FALSE,
1398,2marrow only. Wed at  &lt;#&gt;  to 2 aha.,FALSE,
1399,Loosu go to hospital. De dont let it careless.,FALSE,
1400,Wif my family booking tour package.,FALSE,********
1401,Full heat pa:-) i have applyed oil pa.,FALSE,
1402,Its going good...no problem..but still need little experience to understand american customer voice...,FALSE,
1403,Reverse is cheating. That is not mathematics.,FALSE,
1404,Reverse is cheating. That is not mathematics.,FALSE,
1405,Ya it came a while ago,FALSE,
1406,Hey mr whats the name of that bill brison book the one about language and words,FALSE,
1407,U having lunch alone? I now so bored...,FALSE,
1408,"Well, I meant as opposed to my drunken night of before",FALSE,
1409,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,TRUE,
1410,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,TRUE,
1411,They finally came to fix the ceiling.,FALSE,
